query_id,query_title,subject_id,subject_accession,subject_title,taxid,sci_name,identity_pct,bit_score,evalue
Query_2228399,reverse journal,gi|657306172|gb|KJ452314.1|,KJ452314,"Liolaemus schroederi voucher SSUC Re 539 NADH dehydrogenase subunit 1 (ND1) gene, partial cds; tRNA-Ile, tRNA-Gln, and tRNA-Met genes, complete sequence; NADH dehydrogenase subunit 2 (ND2) gene, complete cds; tRNA-Trp, tRNA-Ala, tRNA-Asn, tRNA-Cys, and tRNA-Tyr genes, complete sequence; and cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",167118,Liolaemus schroederi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1751377095|gb|MK344650.1|,MK344650,"Sus scrofa isolate Europe haplotype 1 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|762006582|gb|KP001501.1|,KP001501,"Panthera leo isolate 174_India mitochondrion, complete genome",9689,Panthera leo,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|586829562|gb|KF767443.1|,KF767443,"Sus scrofa breed Wuzhishan mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978950|gb|MW823181.1|,MW823181,"Pedioplanis branchi voucher ZMB:89321 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",2848679,Pedioplanis branchi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|238625882|gb|GQ220329.1|,GQ220329,"Sus scrofa breed Dahe mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1143566548|gb|KY432578.1|,KY432578,"Sus scrofa breed Muong Khuong Pig mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|808177061|gb|KP765603.1|,KP765603,"Sus scrofa breed Chenghua pig mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2037092833|gb|MK746089.1|,MK746089,"Sus scrofa isolate Huainan4 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|762006498|gb|KP001495.1|,KP001495,"Panthera leo isolate 60_Ethiopia mitochondrion, complete genome",9689,Panthera leo,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1215003146|gb|KY800118.1|,KY800118,"Sus scrofa breed Ha Lang pig mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1493266945|gb|MG792277.1|,MG792277,Panthera leo isolate CongoLion mitochondrion,9689,Panthera leo,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315442|gb|EF545568.1|,EF545568,"Sus scrofa isolate wb11351 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|187250348|ref|NC_010641.1|,NC_010641,"Panthera pardus mitochondrion, complete genome",9691,Panthera pardus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|698854369|gb|KM200762.1|,KM200762,"Sus scrofa breed Dahuabai mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315540|gb|EF545575.1|,EF545575,"Sus scrofa isolate shg184 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1184804260|gb|KX982658.1|,KX982658,"Sus scrofa isolate Vietnam_BA30 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1184804022|gb|KX982641.1|,KX982641,"Sus scrofa isolate Vietnam_VNM03 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910492|gb|PP763926.1|,PP763926,"Sus scrofa isolate Doom3 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1516009683|gb|MG452281.1|,MG452281,"Cryptoprocta ferox voucher AMNHAMCC118665 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial",94188,Cryptoprocta ferox,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2132853856|gb|OK513005.1|,OK513005,"Panthera spelaea voucher IPF DYa2002 mitochondrion, complete genome",2770979,Panthera spelaea,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1464425918|gb|MH588622.1|,MH588622,"Panthera pardus voucher ZMUC775 mitochondrion, partial genome",9691,Panthera pardus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1184803868|gb|KX982630.1|,KX982630,"Sus scrofa isolate Russia_W2 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|45826211|gb|AY574048.1|,AY574048,"Sus scrofa breed Large White mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1777435031|gb|MK248681.1|,MK248681,"Sus scrofa breed Nicobari pig mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165718060|gb|OL547481.1|,OL547481,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910674|gb|PP763939.1|,PP763939,"Sus scrofa isolate ManipuriBlack4 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910646|gb|PP763937.1|,PP763937,"Sus scrofa isolate ManipuriBlack2 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1086928119|gb|KX147100.1|,KX147100,"Sus scrofa breed Mong Cai pig mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2253741280|gb|OM162160.1|,OM162160,"Sus scrofa cristatus mitochondrion, complete genome",309913,Sus scrofa cristatus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2132853772|gb|OK512999.1|,OK512999,"Panthera spelaea voucher PIN 3020-073 mitochondrion, complete genome",2770979,Panthera spelaea,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978946|gb|MW823179.1|,MW823179,"Pedioplanis branchi voucher CAS:214787 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",2848679,Pedioplanis branchi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314671561|gb|MG250515.1|,MG250515,"Sus scrofa isolate BMX0005 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911080|gb|PP763968.1|,PP763968,"Sus scrofa isolate Banda13 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|33320837|gb|AF486866.1|,AF486866,"Sus scrofa breed Landerace mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|673922049|gb|KM101042.1|,KM101042,"Sus scrofa breed Guanling mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|162423267|gb|EU333163.1|,EU333163,"Sus scrofa breed Chinese northeast wildboar mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|83779145|gb|DQ334861.1|,DQ334861,"Sus scrofa isolate JNP10 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2037092931|gb|MK746096.1|,MK746096,"Sus scrofa isolate Queshan63 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2132853688|gb|OK512993.1|,OK512993,"Panthera spelaea voucher FAM 69167 mitochondrion, complete genome",2770979,Panthera spelaea,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911108|gb|PP763970.1|,PP763970,"Sus scrofa isolate Banda15 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|671184751|gb|KJ737423.1|,KJ737423,"Sus scrofa breed Lu chuan mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|698173772|gb|KM094194.1|,KM094194,"Sus scrofa breed Sandu black mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|557880992|gb|KF660222.1|,KF660222,"Sus scrofa scrofa breed Qianshao Spotted pig mitochondrion, complete genome",415978,Sus scrofa scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2132854024|gb|OK513017.1|,OK513017,"Panthera spelaea voucher UB J.S.951 mitochondrion, complete genome",2770979,Panthera spelaea,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|238800171|gb|GQ200595.1|,GQ200595,"Charina trivirgata mitochondrion, partial genome",51879,Lichanura trivirgata,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315750|gb|EF545590.1|,EF545590,"Sus scrofa isolate Bihu208 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2037092917|gb|MK746095.1|,MK746095,"Sus scrofa isolate Nanyang56 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1071036300|gb|KX620009.1|,KX620009,"Sus scrofa isolate Enshi10 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|371914203|dbj|AK389718.1|,AK389718,"Sus scrofa mRNA, clone: AMP010050C03, expressed in alveolar macrophage",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910842|gb|PP763951.1|,PP763951,"Sus scrofa isolate Ankamali1 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314671603|gb|MG250518.1|,MG250518,"Sus scrofa isolate BMX0014 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1184804218|gb|KX982655.1|,KX982655,"Sus scrofa isolate Vietnam_BA12 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1049741382|gb|KU556691.1|,KU556691,"Sus scrofa breed Mong Cai mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2107798264|gb|MZ846190.1|,MZ846190,"Sus scrofa domesticus breed Doom mitochondrion, complete genome",9825,Sus scrofa domesticus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1807606826|gb|MH603005.1|,MH603005,"Sus scrofa breed Fengjing mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|669176294|gb|KJ746665.1|,KJ746665,"Sus scrofa domesticus breed Ya cha mitochondrion, complete genome",9825,Sus scrofa domesticus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|808177075|gb|KP765604.1|,KP765604,"Sus scrofa breed Wuhuang pig mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2147638638|gb|OK329967.1|,OK329967,"Sus scrofa mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978956|gb|MW823184.1|,MW823184,"Pedioplanis branchi voucher ZMB:89311 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",2848679,Pedioplanis branchi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1184804274|gb|KX982659.1|,KX982659,"Sus scrofa isolate Vietnam_BV02 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978878|gb|MW823145.1|,MW823145,"Pedioplanis gaerdesi voucher AMB8832 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",219176,Pedioplanis gaerdesi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314672219|gb|MG250562.1|,MG250562,"Sus scrofa isolate WZS947 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2647227870|emb|OY997226.1|,OY997226,"Sus scrofa genome assembly, organelle: mitochondrion",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910394|gb|PP763919.1|,PP763919,"Sus scrofa isolate AgondaGoan2 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978936|gb|MW823174.1|,MW823174,"Pedioplanis branchi voucher ZMB:89302 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",2848679,Pedioplanis branchi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911248|gb|PP763980.1|,PP763980,"Sus scrofa isolate Purnea5 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314672289|gb|MG250567.1|,MG250567,"Sus scrofa isolate YDH32 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|460418110|gb|KC493611.1|,KC493611,"Sus scrofa isolate T5 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315526|gb|EF545574.1|,EF545574,"Sus scrofa isolate saba1 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165717695|gb|OL547455.1|,OL547455,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315652|gb|EF545583.1|,EF545583,"Sus scrofa isolate bm2 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|6601106|gb|AF099222.1|AF099222,AF099222,"Liolaemus gracilis NADH dehydrogenase subunit 1 (ND1) gene, partial cds; tRNA-Ile, tRNA-Gln, and tRNA-Met genes, complete sequence; NADH dehydrogenase subunit 2 (ND2) gene, complete cds; tRNA-Trp, tRNA-Ala, tRNA-Asn, tRNA-Cys, and tRNA-Tyr genes, complete sequence; and cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial genes for mitochondrial products",109414,Liolaemus gracilis,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|757174577|gb|KP294522.1|,KP294522,"Sus scrofa breed Dabieshan black pig mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314672051|gb|MG250550.1|,MG250550,"Sus scrofa isolate MB16F mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978960|gb|MW823186.1|,MW823186,"Pedioplanis branchi voucher ZMB:89312 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",2848679,Pedioplanis branchi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|118344876|gb|DQ871072.1|,DQ871072,"Pedioplanis inornata haplotype ABE428 NADH dehydrogenase subunit 2 (NADH2) gene, partial cds; mitochondrial",219177,Pedioplanis inornata,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|251829649|gb|GQ351599.1|,GQ351599,"Sus scrofa isolate KNP1501 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1464425932|gb|MH588623.1|,MH588623,"Panthera pardus voucher ZMUC1967 mitochondrion, partial genome",9691,Panthera pardus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911178|gb|PP763975.1|,PP763975,"Sus scrofa isolate Gurrah2 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|33340076|gb|AF305790.1|,AF305790,"Liolaemus puna NADH dehydrogenase subunit 1 (ND1) gene, partial cds; tRNA-Ile, tRNA-Gln, and tRNA-Met genes, complete sequence; NADH dehydrogenase subunit 2 (ND2) gene, complete cds; tRNA-Trp, tRNA-Ala, tRNA-Asn, tRNA-Cys, and tRNA-Tyr genes, complete sequence; and cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",299232,Liolaemus puna,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911220|gb|PP763978.1|,PP763978,"Sus scrofa isolate Purnea3 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315638|gb|EF545582.1|,EF545582,"Sus scrofa isolate qp4014 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911290|gb|PP763983.1|,PP763983,"Sus scrofa isolate TenyiVo3 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|698174237|gb|KM433673.1|,KM433673,"Sus scrofa breed Longlin mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2563111914|gb|OR268692.1|,OR268692,"Sus scrofa breed Wuzhishan mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910968|gb|PP763960.1|,PP763960,"Sus scrofa isolate Banda5 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|571031644|gb|KF752550.1|,KF752550,"Sus scrofa breed Yorkshine mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1184804092|gb|KX982646.1|,KX982646,"Sus scrofa isolate Vietnam_MCA8 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|37576249|gb|AY184398.1|,AY184398,"Pedioplanis gaerdesi NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial gene for mitochondrial product",219176,Pedioplanis gaerdesi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910618|gb|PP763935.1|,PP763935,"Sus scrofa isolate Ghoongroo6 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|209166226|gb|FJ237000.1|,FJ237000,"Sus scrofa breed European wild boar haplotype WB3 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911234|gb|PP763979.1|,PP763979,"Sus scrofa isolate Purnea4 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|671184723|gb|KJ737421.1|,KJ737421,"Sus scrofa breed Lai wu mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|33320809|gb|AF486864.1|,AF486864,"Sus scrofa breed Chinese Min mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165717667|gb|OL547453.1|,OL547453,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315722|gb|EF545588.1|,EF545588,"Sus scrofa isolate huzu4 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165717653|gb|OL547452.1|,OL547452,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165717976|gb|OL547475.1|,OL547475,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1184804120|gb|KX982648.1|,KX982648,"Sus scrofa isolate Vietnam_MCB11 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|33320851|gb|AF486867.1|,AF486867,"Sus scrofa breed Chinese Wuzhishan mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|33320949|gb|AF486874.1|,AF486874,"Sus scrofa breed Large White mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978888|gb|MW823150.1|,MW823150,"Pedioplanis gaerdesi voucher MCZR184167 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",219176,Pedioplanis gaerdesi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314672261|gb|MG250565.1|,MG250565,"Sus scrofa isolate YDH14 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978920|gb|MW823166.1|,MW823166,"Pedioplanis gaerdesi voucher SK442.2014 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",219176,Pedioplanis gaerdesi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314671645|gb|MG250521.1|,MG250521,"Sus scrofa isolate dahuabai23 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978874|gb|MW823143.1|,MW823143,"Pedioplanis gaerdesi voucher MCZR185883 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",219176,Pedioplanis gaerdesi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2132853758|gb|OK512998.1|,OK512998,"Panthera spelaea voucher IEM 153-003 mitochondrion, complete genome",2770979,Panthera spelaea,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314671897|gb|MG250539.1|,MG250539,"Sus scrofa isolate lantang25 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|671184667|gb|KJ737417.1|,KJ737417,"Sus scrofa breed Ding Yuan mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165717793|gb|OL547462.1|,OL547462,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2132853618|gb|OK512988.1|,OK512988,"Panthera leo atrox from USA mitochondrion, partial genome",402889,Panthera leo atrox,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978884|gb|MW823148.1|,MW823148,"Pedioplanis gaerdesi voucher MCZR185885 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",219176,Pedioplanis gaerdesi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|6601114|gb|AF099224.1|AF099224,AF099224,"Liolaemus chiliensis NADH dehydrogenase subunit 1 (ND1) gene, partial cds; tRNA-Ile, tRNA-Gln, and tRNA-Met genes, complete sequence; NADH dehydrogenase subunit 2 (ND2) gene, complete cds; tRNA-Trp, tRNA-Ala, tRNA-Asn, tRNA-Cys, and tRNA-Tyr genes, complete sequence; and cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial genes for mitochondrial products",109403,Liolaemus chiliensis,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1493266931|gb|MG792276.1|,MG792276,Panthera leo isolate BatekeLion_2 mitochondrion,9689,Panthera leo,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2250084150|gb|OM363676.1|,OM363676,"Sus scrofa domesticus mitochondrion, complete genome",9825,Sus scrofa domesticus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1777434411|gb|MK251046.1|,MK251046,"Sus scrofa mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314672191|gb|MG250560.1|,MG250560,"Sus scrofa isolate WZS809 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2053978872|gb|MW823142.1|,MW823142,"Pedioplanis gaerdesi voucher MCZR185888 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial",219176,Pedioplanis gaerdesi,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|685497081|ref|NC_024860.1|,NC_024860,"Sus celebensis mitochondrion, complete genome",273789,Sus celebensis,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314672275|gb|MG250566.1|,MG250566,"Sus scrofa isolate YDH17 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2307852130|gb|OK326862.1|,OK326862,"Sus scrofa isolate LJ1 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|288780667|dbj|AK343653.1|,AK343653,"Sus scrofa mRNA, clone:AMP010008F11, expressed in alveolar macrophages",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910660|gb|PP763938.1|,PP763938,"Sus scrofa isolate ManipuriBlack3 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2561340430|gb|OR255999.1|,OR255999,"Sus scrofa mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314672037|gb|MG250549.1|,MG250549,"Sus scrofa isolate LUC208 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|762006666|gb|KP001507.1|,KP001507,"Panthera pardus isolate 179_Leopard mitochondrion, complete genome",9691,Panthera pardus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|157056521|gb|EU090702.1|,EU090702,"Sus scrofa isolate S1 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|1314671813|gb|MG250533.1|,MG250533,"Sus scrofa isolate GZ08F mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2633559387|gb|OR817739.1|,OR817739,"Panthera pardus isolate Mal mitochondrion, complete genome",9691,Panthera pardus,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727911360|gb|PP763988.1|,PP763988,"Sus scrofa isolate Wakchambil2 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910912|gb|PP763956.1|,PP763956,"Sus scrofa isolate Banda1 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2727910800|gb|PP763948.1|,PP763948,"Sus scrofa isolate Mali3 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165718018|gb|OL547478.1|,OL547478,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2132854038|gb|OK513018.1|,OK513018,"Panthera leo atrox from USA mitochondrion, partial genome",402889,Panthera leo atrox,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|145315428|gb|EF545567.1|,EF545567,"Sus scrofa isolate S722 mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|11055657|gb|AF304202.1|AF304202,AF304202,"Sus scrofa breed Landrace mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|306485876|gb|DQ518915.2|,DQ518915,"Sus scrofa breed Lanyu mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165717597|gb|OL547448.1|,OL547448,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|671184695|gb|KJ737419.1|,KJ737419,"Sus scrofa breed Huai mitochondrion, complete genome",9823,Sus scrofa,100.0,42.7638,0.381129
Query_2228399,reverse journal,gi|2165717962|gb|OL547474.1|,OL547474,"Sus scrofa mitochondrion, partial genome",9823,Sus scrofa,100.0,42.7638,0.381129
